,feature importance,biomolecule
325,0.0010284038191014934,Plasmanyl-PC O-34:3_RT_23.064
326,0.0033558745305102954,PC 37:6_RT_23.069
327,0.002581033558408363,PS 18:0_18:0_RT_23.07
328,0.00135169760340759,Plasmanyl-PC O-40:6_RT_23.104
329,0.001049953608093143,PC 17:0_18:1_RT_23.126
330,0.0010370835952231302,PC 42:6_RT_23.162
331,0.0016542268752474023,Plasmenyl-PC P-16:0_22:4_RT_23.168
332,0.0010620345504066436,PC O-42:6_RT_23.169
333,0.0008380473496752566,Plasmanyl-PC O-38:5_RT_23.174
334,0.0009006706681125292,Plasmenyl-PE P-38:5_RT_23.176
335,0.00040226272784412315,Plasmenyl-PC P-34:1_RT_23.185
336,0.0010710737526155804,PC 39:4_RT_23.189
337,0.0010098470563586841,DG 14:0_18:2_RT_23.192
338,0.002230676428067239,SM d39:2_RT_23.197
339,0.000777338870557827,PC 37:7_RT_23.205
340,0.002617097736522946,Plasmanyl-PC O-34:1_RT_23.208
341,0.0010718375467457478,PC 35:4_RT_23.212
342,0.0024477570132404895,PE 18:0_20:4_RT_23.214
343,0.0029776948038092266,Plasmenyl-PC P-34:0_RT_23.221
344,0.0017446721225923385,PC 38:4_RT_23.223
345,0.0009440904652942958,SM d41:3_RT_23.226
346,0.0007710035617012362,PC 18:2_19:0_RT_23.234
347,0.0023235147126401618,PC 33:2_RT_23.238
348,0.0011488713079900353,PE 36:2_RT_23.241
349,0.00032324683487474173,Plasmanyl-PC O-16:0_22:4_RT_23.273
350,0.0010642203665459477,PC O-40:6_RT_23.301
351,0.0015103110315148613,PC 18:0_20:3_RT_23.305
352,0.0017350017687242912,PC 40:6_RT_23.31
353,0.0023415684509336303,Plasmanyl-PC O-33:1_RT_23.321
354,0.0012642542875101015,Plasmenyl-PE P-18:1_22:5_RT_23.328
355,0.0003352189398701026,PC 37:5_RT_23.337
356,0.002656153332054132,PE 40:5_RT_23.338
357,0.003272648830744237,Plasmenyl-PC P-18:0_18:1_RT_23.399
358,0.0011620476736755806,Plasmanyl-PC O-36:2_RT_23.4
359,0.0014055251264553587,PC 18:0_22:5_RT_23.405
360,0.0033214377310719616,Plasmenyl-PC P-18:0_22:4_RT_23.405
361,0.002997330347098823,PC 42:8_RT_23.406
362,0.00047621724309188784,Plasmanyl-PC O-40:6_RT_23.422
363,0.0019004237773047623,PE 35:1_RT_23.425
364,0.0009553739786297927,PC 42:6_RT_23.452
365,0.0017607374816677147,PC 19:0_20:4_RT_23.456
366,0.0008044256881466177,Plasmenyl-PC P-18:0_20:4_RT_23.463
367,0.0025054090074225154,Plasmanyl-PC O-38:5_RT_23.466
368,0.00033940917661847884,PC 16:0_18:0_RT_23.478
369,0.00108648783817576,PC O-42:6_RT_23.478
370,0.0009847600545274961,PC 18:2_19:0_RT_23.482
371,0.0029227005971192003,Plasmenyl-PE P-16:0_22:4_RT_23.483
372,0.002084506731469656,Plasmanyl-PC O-38:6_RT_23.499
373,0.0026979750976005522,Plasmenyl-PE P-34:1_RT_23.503
374,0.0006033940917661848,SM d38:1_RT_23.507
375,0.0008395438627996768,Plasmanyl-PC O-36:3_RT_23.509
376,0.0019287061147526265,Plasmenyl-PC P-18:0_18:2_RT_23.51
377,6.98372791396047e-05,PC O-40:6_RT_23.572
378,0.0014575453987938692,Plasmanyl-PC O-18:0_20:4_RT_23.573
379,0.0009834163322535415,Plasmanyl-PE O-34:1_RT_23.577
380,0.0024157270619418057,PE 18:0_20:3_RT_23.582
381,0.002313779513502785,PC 35:3_RT_23.583
382,0.0010639978081838546,Plasmanyl-PE O-16:0_22:4_RT_23.583
383,0.0009595642153781688,Plasmanyl-PC O-18:0_18:2_RT_23.604
384,0.00016760946993505134,Plasmanyl-PC O-33:0_RT_23.608
385,0.0011134057645685552,Plasmenyl-PE P-18:0_22:6_RT_23.611
386,0.000605489210140373,PC 18:0_20:3_RT_23.612
387,0.0019224361388163217,Plasmenyl-PC P-20:0_20:4_RT_23.628
